movie_title,average_score
Air Guitar Nation,68.82075471698113
Air Strike,43.333333333333336
Airborne,34.0
Airplane 2 - The Sequel,61.388888888888886
Airplane!,79.67105263157895
Airport,65.0
Airport '77,50.5
Airport 1975,46.5
Ajami,71.90217391304348
Akeelah and the Bee,69.97767857142857
Akira,78.58333333333333
Akron,52.5
Aladdin,63.435810810810814
Aladdin and the King of Thieves,52.083333333333336
Alamar (To the Sea),72.83333333333333
Alan Partridge,69.22839506172839
Alaska,40.0
Albatross,53.75
Albert Nobbs,60.35655737704918
Albino Alligator,59.166666666666664
Aleksandr Nevskiy (Alexander Nevsky),78.125
Alex & Emma,43.16203703703704
Alex Cross,38.85940594059406
Alex Rider: Operation Stormbreaker,51.294642857142854
Alex Strangelove,62.0
Alex of Venice,62.23684210526316
Alexander,44.858552631578945
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",57.84444444444444
Alexander the Great,46.0
Alexander the Last,62.8125
Alexander's Ragtime Band,73.16666666666667
Alexandra,71.04761904761904
Alexandra's Project,59.833333333333336
Alfie,62.98728813559322
Algorithms,63.0
Ali,67.79166666666667
Ali G Indahouse,49.72222222222222
Ali Wong: Hard Knock Wife,81.0
Ali's Wedding,67.65625
Alice,62.1
Alice (Neco z Alenky),79.65
Alice Adams,68.125
Alice Doesn't Live Here Anymore,78.47222222222223
Alice Neel,70.76388888888889
Alice Through the Looking Glass,48.31720430107527
Alice in Wonderland,60.34323770491803
"Alice, Sweet Alice (Communion)",76.78571428571429
Alien,85.9090909090909
Alien Abduction,46.25
Alien Autopsy,59.0
Alien Nation,52.857142857142854
Alien Outpost,49.36
Alien Raiders,70.625
Alien Resurrection,55.265957446808514
Alien Trespass,52.65625
Alien3,53.05555555555556
Alien: Covenant,64.11623616236163
Aliens,88.16326530612245
Aliens in the Attic,46.14754098360656
Aliens of the Deep,68.15217391304348
Aliens vs. Predator: Requiem (AVP 2),33.99425287356322
Alila,55.68181818181818
Alita: Battle Angel,60.18043478260869
Alive,66.0
Alive Inside,63.793103448275865
Aliyah,66.0
All About Eve,89.66666666666667
