movie_title,average_score
Feral,55.9375
Ferdinand,63.90526315789474
FernGully - The Last Rainforest,63.38461538461539
Ferris Bueller's Day Off,80.6413043478261
Festival,64.44444444444444
Festival Express,74.01515151515152
Festival in Cannes,60.74444444444445
Fetching Cody,44.375
Fetih 1453 (Conquest 1453),39.166666666666664
Fetishes,52.5
Fever Pitch,64.18333333333334
Fiddler on the Roof,76.71875
Fido,67.7
Field of Dreams,80.04651162790698
Field of Lost Shoes,56.666666666666664
Fiend Without a Face,62.5
Fierce Creatures,55.083333333333336
Fierce People,50.416666666666664
Fifty Dead Men Walking,65.48913043478261
Fifty Shades Darker,35.97810218978102
Fifty Shades Freed,36.903703703703705
Fifty Shades of Black,31.458333333333332
Fifty Shades of Grey,45.148514851485146
Fifty/Fifty (50-50),40.0
Fight Club,77.69148936170212
Fighting,51.50485436893204
Fighting Tommy Riley,63.333333333333336
Fighting with My Family,71.72752808988764
Fightville,62.69230769230769
Fill the Void,71.95689655172414
Filly Brown,56.25
Film Geek,56.029411764705884
Film Stars Don't Die in Liverpool,67.2827868852459
Filth,63.95454545454545
Filth and Wisdom,42.54651162790697
Final,56.583333333333336
Final Analysis,54.3421052631579
Final Destination,54.357142857142854
Final Destination 2,51.0531914893617
Final Destination 3,54.04255319148936
Final Destination 5,60.15217391304348
Final Exam,36.875
Final Fantasy VII: Advent Children,56.666666666666664
Final Fantasy: The Spirits Within,61.03703703703704
Final Girl,39.72222222222222
Final Portrait,64.58673469387755
Final Score,52.89473684210526
Final Terror,37.5
Find Me Guilty,60.537974683544306
Finder's Fee,68.0
Finders Keepers,73.73076923076923
Finding Altamira (Altamira),69.375
Finding Amanda,55.3125
Finding Bliss,43.65384615384615
Finding Dory,74.91350210970464
Finding Fela!,60.651162790697676
Finding Forrester,69.02985074626865
Finding Kim,83.75
Finding Nemo,82.58
Finding Neverland,73.22085889570552
Finding Steve McQueen,63.125
Finding Vivian Maier,71.12837837837837
Finding Your Feet,58.44202898550725
Fingers,61.0
Finian's Rainbow,56.25
Finishing the Game,52.26666666666667
Fire Birds,33.59375
Fire Down Below,36.76470588235294
Fire With Fire,33.57142857142857
Fire and Ice,58.333333333333336
Fire at Sea (Fuocoammare),78.9795918367347
Fire in Babylon,71.25
Fire in Paradise,75.0
Fire in the Sky,54.0625
Fireball (Muay Thai Dunk),38.18181818181818
Fired Up,44.0625
Fireflies in the Garden,44.007936507936506
Firefox,51.75
Firehouse Dog,54.23039215686274
Firelight,59.125
Fireproof,49.166666666666664
Firestarter,50.21739130434783
Firestorm,34.6875
Firewalker,30.75
Firewall,51.181102362204726
Fireworks (Hana-bi),75.23684210526316
Fireworks Wednesday (Chaharshanbe-soori),68.39285714285714
First Blood,71.02631578947368
First Comes Love,43.214285714285715
First Cow,81.5952380952381
First Daughter,41.0
First Family,41.666666666666664
First Kid,42.857142857142854
First Kill,41.5625
First Knight,52.08108108108108
First Love (Hatsukoi),70.42
First Man,75.98006644518273
First Match,70.8
First Position,68.79824561403508
First Reformed,78.10126582278481
First Sunday,40.35555555555556
First They Killed My Father,73.29545454545455
First to the Moon,77.5
Firstborn,44.77272727272727
Fish Tank,77.21698113207547
Fish Without a Bicycle,37.5
Fisherman's Friends,62.357142857142854
Fist Fight,41.72429906542056
Fist of Fury (Jing wu men),63.84615384615385
Fist of Legend (Jing wu ying xiong),79.2
Fists Of Legend,62.5
Fitzcarraldo,75.925
Five,56.5
Five Corners,62.5
Five Dances,50.0
Five Easy Pieces,86.76388888888889
Five Feet Apart,57.619565217391305
Five Graves to Cairo,65.55
Five Minutes of Heaven,66.03125
Five Nights in Maine,53.0
Five Star,64.375
Five Star Day,56.166666666666664
Fix,55.0
Fixed Bayonets!,72.5
Flags of Our Fathers,70.54248366013071
Flakes,45.17857142857143
"Flamenco, Flamenco",66.02941176470588
Flaming Star,69.16666666666667
Flammen & Citronen (Flame & Citron) (The Flame and the Lemon),66.44736842105263
Flannel Pajamas,59.9040404040404
Flash Gordon,64.5945945945946
Flash Point,53.202380952380956
Flash of Genius,65.27906976744185
Flashback,50.53846153846154
Flashbacks of a Fool,52.291666666666664
Flashdance,48.75
Flatliners,44.622093023255815
Flawless,59.135327635327634
Fled,46.0
Flesh,65.3125
Flesh & Blood (Flesh+Blood) (The Rose and the Sword),62.0
Flesh And Bone,59.54545454545455
Flesh Gordon,50.0
Flesh and the Devil,79.28571428571429
Flesh for the Beast,53.92857142857143
Fletch,65.3
Fletch Lives,44.125
Flex Is Kings,54.166666666666664
Flicka,58.65151515151515
Flickering Lights,64.16666666666667
Flight,67.68518518518519
Flight of the Navigator,66.47058823529412
Flight of the Phoenix,54.29
Flightplan,56.13309352517986
Flipped,59.877049180327866
Flipper,47.93478260869565
Flirt,68.4375
Flirting With Disaster,75.77380952380952
Flock of Dudes,55.0
Floored,63.333333333333336
Florence Foster Jenkins,69.25914634146342
Flow: For Love of Water,67.36486486486487
Flower,57.340425531914896
Flower Drum Song,55.0
Flowers in the Attic,49.85294117647059
Floyd Norman: An Animated Life,61.25
Flu (Gamgi),54.285714285714285
Flubber,40.564516129032256
Fluke,42.5
Flushed Away,66.69724770642202
Flutter,63.5
Fly Away,64.25
Fly Away Home,72.6029411764706
Fly Me to the Moon,45.273972602739725
Flyboys,54.122549019607845
Flying Down to Rio,75.0
Flying Leathernecks,75.0
Flying Tigers,65.71428571428571
Flypaper,43.541666666666664
Focus,58.89181286549707
Follow Me: The Yoni Netanyahu Story,60.833333333333336
Follow the Fleet,72.22222222222223
Followed,61.06666666666667
Following,70.04166666666667
Following Sean,67.1875
Fong juk (Exiled),70.57482993197279
Food Chains,72.91666666666667
Food of Love,55.0
"Food, Inc.",75.2247191011236
Fool's Gold,42.113821138211385
Foolish,33.92307692307692
Fools Rush In,48.148148148148145
Foosballers,71.66666666666667
Footlight Parade,77.95454545454545
Footloose,59.976331360946745
Footnote,71.65625
Footnotes (Sur quel pied danser),64.95
Footprints,46.59090909090909
For A Woman,63.333333333333336
For All Mankind,79.9
For Colored Girls,54.26136363636363
For Ellen,61.160714285714285
For Ever Mozart,56.07142857142857
For Greater Glory,44.80263157894737
For Keeps,42.77777777777778
For Love of the Game,62.30327868852459
For Love or Money,45.921052631578945
For Me and My Gal,75.9375
For My Father (Sof Shavua B'Tel Aviv),60.625
For No Good Reason,62.78409090909091
For Pete's Sake,52.857142857142854
For Richer or Poorer,39.44444444444444
For Roseanna,58.6875
For Those In Peril,67.22222222222223
For Whom the Bell Tolls,64.79166666666667
For Your Consideration,61.373697916666664
For Your Eyes Only,64.39024390243902
For a Few Dollars More (Per Qualche Dollaro in Più),79.4074074074074
"For a Good Time, Call...",55.11309523809524
For the Bible Tells Me So,74.1875
For the Boys,56.25
For the Love of Money,41.0
For the Love of Spock,72.5
Forbidden Planet,79.375
Forbidden World (Mutant),55.0
Force 10 From Navarone,60.57692307692308
Force Majeure,74.47881355932203
Force of Nature,40.75
Force of Nature: The David Suzuki Movie,71.10000000000001
Forces of Nature,60.06521739130435
Foreign Correspondent,80.61666666666666
Foreign Parts,80.0
Forever Mine,54.166666666666664
Forever My Girl,46.689189189189186
Forever Strong,50.490196078431374
Forever Young,53.4375
Foreverland,54.5
Forget Me Not,58.25
Forget Paris,57.32142857142857
Forgetting Sarah Marshall,70.23242630385487
Forgetting The Girl,59.166666666666664
Forgiving Dr. Mengele,65.58823529411765
Forks Over Knives,62.803030303030305
Formosa Betrayed,53.125
Forrest Gump,76.48529411764706
Forsaken,56.0
Fort Apache,78.92857142857143
Fort Bliss,69.72222222222223
Fort McCoy,50.0
Fort Tilden,68.05
Fortress 2: Re-Entry,31.785714285714285
Found,73.75
Found Footage 3D,80.0
Four,68.75
Four Brothers,60.112612612612615
Four Christmases,47.06214689265536
Four Flies on Grey Velvet (4 mosche di velluto grigio),68.5
Four Hands (Die Vierhändige),69.0625
Four Horsemen,56.666666666666664
Four Kids and It,57.1551724137931
Four Lions,71.23737373737374
Four Minutes,61.22222222222222
Four Rooms,38.310810810810814
Four Sheets to the Wind,71.0
Four Weddings and a Funeral,76.37755102040816
Four for Texas,42.75
Fox and His Friends,73.125
Foxcatcher,74.27810650887574
Foxfire,53.666666666666664
Foxy Brown,57.44117647058823
FrackNation,54.583333333333336
Fracture,65.58992805755396
Fractured,56.578947368421055
Fragments,51.26984126984127
Frailty,69.70833333333333
Framing John DeLorean,69.74137931034483
Frances,74.8529411764706
Frances Ha,74.2406015037594
Francis,65.0
Francofonia,68.88157894736842
Frank,71.892
Frank & Jesse,46.0
Frank & Lola,60.310344827586206
Frank Miller's Sin City: A Dame to Kill For,55.49650349650349
Frank Serpico,65.0
Frank and Ollie,72.8125
Frankenhooker,50.90909090909091
Frankenstein,55.22727272727273
Frankenstein Created Woman,60.791666666666664
Frankenstein Meets the Wolf Man,52.0
Frankenstein Must Be Destroyed,59.642857142857146
Frankenstein and the Monster from Hell,51.666666666666664
Frankenstein's Army,58.0
"Frankenstein's Monster's Monster, Frankenstein",65.83333333333333
Frankenweenie,72.17630057803468
Frankie & Alice,50.369565217391305
Frankie & Johnny,62.375
Frankie Starlight,54.166666666666664
Frankie and Johnny Are Married,62.5
Franklyn,51.6
Frantic,64.92857142857143
Frantz,70.43956043956044
Frau im Mond (By Rocket to the Moon) (Woman in the Moon),69.16666666666667
Freak Show,56.7
Freakdog (Red Mist),30.0
Freakonomics,62.86274509803921
Freaks,73.91304347826087
Freaky Friday,67.98275862068965
Fred Armisen: Standup For Drummers,65.0
Fred Claus,45.716374269005854
Fred Won't Move Out,54.5
Fred: The Movie,24.615384615384617
Freddy Got Fingered,26.377551020408163
Freddy vs. Jason,51.573076923076925
Freddy's Dead: The Final Nightmare,36.05769230769231
Free Angela & All Political Prisoners,65.75
Free Birds,45.83766233766234
Free China: The Courage to Believe,70.0
Free Enterprise,69.30952380952381
Free Fire,63.91017964071856
Free Men,62.854166666666664
Free Money,45.0
Free Radicals,62.30769230769231
Free Ride,38.75
Free Samples,39.0
Free Solo,77.08636363636364
Free State of Jones,56.20629370629371
Free Style,48.529411764705884
Free The Mind,66.66666666666667
Free Willy,56.36363636363637
Free Willy 2: The Adventure Home,48.611111111111114
Free Willy 3: The Rescue,47.166666666666664
Free Zone,54.60526315789474
Free the Nipple,35.833333333333336
Free to Run,60.0
Freebie and the Bean,52.8125
Freedom,41.5
Freedom Writers,72.44920634920635
Freedomland,51.71311475409836
Freeheld,57.078947368421055
Freejack,45.38461538461539
Freestyle,64.64285714285714
Freetown,56.785714285714285
Freeway,66.89393939393939
Freeway 2: Confessions of a Trickbaby (Freeway II: Confessions of a Trickbaby),53.5
Freeze Frame,60.0
Freezer,40.0
French Twist (Gazon maudit),57.04545454545455
Frenzy,75.06896551724138
Frequency,68.11267605633803
Fresh,75.95714285714286
Fresh Dressed,68.9
Freshman Orientation,50.0
Frida,70.39224137931035
Friday,60.90909090909091
Friday After Next,46.614754098360656
Friday Night Lights,69.20774647887323
Friday the 13th,48.29166666666667
Friday the 13th - The Final Chapter,42.0625
Friday the 13th Part 2,44.984848484848484
Friday the 13th Part 3,39.0
Friday the 13th Part VII - The New Blood,44.833333333333336
Friday the 13th Part VIII - Jason Takes Manhattan,32.36363636363637
"Friday the 13th, Part V - A New Beginning",34.421052631578945
"Friday the 13th, Part VI - Jason Lives",49.56
Fried Green Tomatoes,64.19642857142857
Friend Request,38.389830508474574
Friendly Persuasion,72.1875
Friends & Lovers,27.115384615384617
Friends With Benefits,62.31203007518797
Friends With Kids,64.44347826086957
Friends With Money,68.82478632478633
Fright Night,65.20348837209302
Fritz the Cat,61.67857142857143
Frogs,44.11764705882353
Frogs for Snakes,46.0
From Beijing with Love,53.333333333333336
From Beyond,68.36666666666666
From Beyond the Grave,48.5
From Dusk Till Dawn,63.08108108108108
From Dusk Till Dawn 2: Texas Blood Money,27.2
From Dusk Till Dawn 3: The Hangman's Daughter,39.625
From Hell,58.49425287356322
From Here to Eternity,82.7125
From Justin To Kelly,32.857142857142854
From Noon Till Three,56.25
From Nowhere,65.0
From Other Worlds,43.75
From Paris with Love,51.00806451612903
From Prada to Nada,43.75
From Russia With Love,79.62765957446808
From The Head,65.0
From Time to Time,58.75
From Up On Poppy Hill,69.14925373134328
From the Hip,49.285714285714285
From the Land of the Moon (Mal de pierres),49.484848484848484
From the Terrace,60.3125
Front Cover,53.5
Frontera,61.61764705882353
Frontier(s),60.78125
Frontrunners,67.8409090909091
Frost (The Last International Playboy),34.0
Frost/Nixon,78.0464824120603
Frosty the Snowman,53.333333333333336
Frozen,70.30442804428044
Frozen II,66.9298245614035
Frozen River,72.23366013071895
Fruitvale Station,76.6006289308176
Fubar: Balls to the Wall,71.42857142857143
Fuel,66.90625
Fugitive Pieces,64.45906432748538
Full Battle Rattle,69.125
Full Contact,68.75
Full Frontal,54.63716814159292
Full Metal Jacket,83.52727272727273
Full Tilt Boogie,73.92307692307692
Fullmetal Alchemist: The Sacred Star of Milos,64.25
Fulltime Killer,60.833333333333336
Fun & Fancy Free,61.07142857142857
Fun Mom Dinner,45.0
Fun Size,42.098214285714285
Fun With Dick and Jane,51.941964285714285
Fun in Acapulco,55.714285714285715
Fun with Dick and Jane,60.22727272727273
Funeral Kings,56.285714285714285
Funeral in Berlin,56.0
Funny About Love,33.214285714285715
Funny Bones,65.27777777777777
Funny Face,76.40625
Funny Farm,50.55555555555556
Funny Games,62.79658792650919
Funny Girl,77.7
Funny Lady,47.75
Funny People,65.56149732620321
Funny Story,69.31818181818181
Fur: An Imaginary Portrait of Diane Arbus,55.794117647058826
Furious 7,65.08837254901961
Furlough,75.0
Furry Vengeance,30.110759493670887
Fury,69.31219512195122
Futurama: Bender's Big Score,73.33333333333333
Futurama: The Beast With a Billion Backs,70.0
Future Weather,70.0
Future World,30.625
Futureworld,46.458333333333336
G,49.56521739130435
G-Force,46.972477064220186
G.B.F.,64.19117647058823
G.I. Blues,53.6
G.I. Jane,58.36206896551724
G.I. Joe: Retaliation,47.63555787278415
G.I. Joe: The Rise of Cobra,47.422222222222224
GETT: The Trial of Viviane Amsalem,75.625
GMO OMG,53.5
GTFO: Get the F&#% Out,60.0
Gabbeh,67.33333333333333
Gabrielle,67.1875
Gacy,31.25
Gaga: Five Foot Two,65.52631578947368
Gags the Clown,54.0
Gainsbourg: A Heroic Life,62.858333333333334
Galaxina,36.0
Galaxy Quest,72.86144578313252
Galaxy of Terror (Mindwarp: An Infinity of Terror) (Planet of Horrors) (Quest),44.0
Gallipoli,79.72222222222223
Galveston,65.08333333333333
Gambit,44.19117647058823
Game 6,61.89655172413793
Game Change,63.75
Game Night,67.21467391304348
"Game Over, Man!",40.1
Game of Death,54.925925925925924
Gamer,45.80769230769231
Gandhi,80.77027027027027
"Gandhi, My Father",51.388888888888886
Gang Related,56.8
Gangs of New York,70.69444444444444
Gangster Land (In the Absence of Good Men),
Gangster No. 1,65.29069767441861
Gangster Squad,51.54907975460123
Gangster's Paradise: Jerusalema,61.666666666666664
Ganja & Hess,67.0
Garage Days,53.217948717948715
Garbage Warrior,60.833333333333336
Garbo Talks,42.5
Garden Party,44.375
Garden State,74.87919463087249
Gardens of Stone,53.611111111111114
Gardens of the Night,62.04545454545455
Garfield - The Movie,40.14782608695652
Garfield: A Tail of Two Kitties,38.30327868852459
Gas Food Lodging,61.11538461538461
GasLand,65.74074074074075
Gaslight,75.18518518518519
Gate of Hell (Jigokumon),76.78571428571429
Gates of Heaven,75.83333333333333
Gator,34.375
Gattaca,73.85416666666667
Gaudi Afternoon,53.75
Gauguin: Voyage to Tahiti,47.361111111111114
Gay Purr-ee,60.0
Gay Sex in the 70s,62.82608695652174
Gayby,67.625
Gebo and The Shadow (Gebo et l'ombre),75.0
Gedo senki (Tales from Earthsea),54.666666666666664
Gemini,59.68478260869565
Gemini Man,48.86682242990654
Gemma Bovery,60.32786885245902
General Education,26.75
General Orders No. 9,57.5
General della Rovere (Il generale Della Rovere),72.3611111111111
Generation Iron,64.6923076923077
Generation Um...,36.75
Genghis Blues,67.29166666666667
Genius,59.17567567567568
Genius On Hold,66.25
Gentleman Jim,76.42857142857143
Gentleman's Agreement,74.0
Gentlemen Broncos,44.73880597014925
Gentlemen Prefer Blondes,78.046875
Geography Club,61.875
George Harrison: Living In The Material World,70.5
George Lucas in Love,68.88888888888889
George Of The Jungle 2,48.333333333333336
George Washington,73.83333333333333
George of the Jungle,51.83720930232558
Georgia,65.45454545454545
Georgia Rule,44.79255319148936
Georgy Girl,71.66666666666667
Geostorm,40.3515625
Gerald's Game,70.75
Gerhard Richter Painting,67.8409090909091
Germinal,73.4375
Geronimo - An American Legend,60.78125
Gerontophilia,58.333333333333336
Gerry,63.50617283950617
Gerrymandering,55.0
Get Bruce,62.63333333333333
Get Carter,52.388888888888886
Get Gone,30.0
Get Hard,45.77173913043478
Get Him to the Greek,64.66257668711657
Get In,51.5
Get Low,69.1923076923077
Get Married If You Can,50.0
Get Me Roger Stone,73.61111111111111
Get On Up,69.44573643410853
Get Out,78.4765625
Get Out Your Handkerchiefs (Préparez vos mouchoirs),64.42307692307692
Get Real,63.411764705882355
Get Rich or Die Tryin',49.343434343434346
Get Santa,62.32
Get Shorty,77.44186046511628
Get Smart,57.602670349907925
Get a Job,45.9375
Get on the Bus,74.203125
Get the Gringo,62.666666666666664
Getaway,33.21120689655172
Getting Even With Dad,36.666666666666664
Getting Straight,54.833333333333336
Gettysburg,72.5
Ghajini,63.0
"Ghidorah, the Three-Headed Monster (San daikaijû: Chikyû saidai no kessen)",60.714285714285715
Ghost,67.75
Ghost Bird,70.11111111111111
Ghost Dad,28.076923076923077
Ghost Dog - The Way of the Samurai,71.77118644067797
Ghost Killers vs. Bloody Mary (Exterminadores do Além Contra a Loira do Banheiro),48.0
Ghost Light,60.21875
Ghost Rider,46.45061728395062
Ghost Rider: Spirit of Vengeance,41.505376344086024
Ghost Ship,42.546728971962615
Ghost Stories,70.61052631578947
Ghost Story,52.23684210526316
Ghost Team,39.583333333333336
Ghost Team One,41.5625
Ghost Town,69.82291666666667
Ghost World,77.55851063829788
Ghost in the Machine,29.6875
Ghost in the Shell,60.31150793650794
Ghost in the Shell 2 - Innocence,64.06666666666666
Ghost of Frankenstein,60.18181818181818
Ghostbox Cowboy,65.0
Ghostbusters,65.26274509803922
Ghostbusters (1984 Original),79.69298245614036
Ghostbusters 2,55.645161290322584
Ghosted,45.625
Ghostlight,58.75
Ghosts of Abu Ghraib,73.75
Ghosts of Girlfriends Past,46.39124293785311
Ghosts of Mississippi,57.57142857142857
Ghosts of Sugar Land,63.333333333333336
Ghosts of War,47.69642857142857
Ghosts of the Abyss,69.4375
Ghoul,35.833333333333336
Ghoulies II,21.666666666666668
Gia,68.95833333333333
Gianni e le donne (The Salt of Life),68.83953488372093
Giant,76.14814814814815
Giant Little Ones,70.71973684210526
Gidget,58.0
Gifted,64.93478260869566
Gigante,69.375
Gigantic,49.17391304347826
Gigi,76.3
Gigli,31.02127659574468
Gilda,78.37096774193549
Gilles' Wife (La Femme de Gilles),68.46153846153847
Gimme Danger,70.14925373134328
Gimme Shelter,55.87662337662338
Gimme The Loot,70.26530612244898
Ginger & Rosa,65.17469879518072
Ginger Snaps,71.01470588235294
Ginger e Fred (Ginger and Fred),68.75
Giorni e Nuvole (Days and Clouds),67.82608695652173
Girl,71.74242424242425
Girl 27,70.0
Girl Crazy,64.16666666666667
Girl Flu.,78.33333333333333
Girl In Progress,47.95454545454545
Girl Model,64.58333333333333
Girl Most Likely,47.579493506493506
Girl On A Bicycle,38.611111111111114
Girl Rising,71.25
Girl With a Pearl Earring,68.87234042553192
Girl on the Third Floor,63.714285714285715
Girl with Green Eyes,75.0
"Girl, Interrupted",65.19166666666666
Girlfight,73.80508474576271
Girlfriend,58.5
Girlfriend's Day,59.0
Girlhood,76.07333333333334
Girls Against Boys,43.75
Girls Can't Swim,64.45652173913044
Girls Just Want to Have Fun,45.76923076923077
Girls Town,66.3157894736842
Girls Trip,67.83333333333333
Girls Will Be Girls,59.8
Girls of the Sun (Les filles du soleil),60.12903225806452
Girls with Balls,49.0
Girls! Girls! Girls!,48.8
Girly,53.333333333333336
Giuliani Time,65.78125
Give Me Liberty,64.5
Give Up Tomorrow,73.0
Gladiator,73.24596774193549
Glass,53.026881720430104
Glass Chin,64.61538461538461
Glass: A Portrait of Philip in Twelve Parts,68.6842105263158
Glassland,68.03030303030303
Gleason,77.53
Glee: The 3D Concert Movie,57.92763157894737
Glen Campbell: I'll Be Me,76.575
Glen or Glenda?,36.94444444444444
Glengarry Glen Ross,82.24468085106383
Glitter,31.571428571428573
Gloria,66.87625899280575
Gloria Bell,71.41197183098592
Glorious 39,51.42857142857143
Glory,83.66666666666667
Glory Road,61.471774193548384
Gnomeo and Juliet,57.30392156862745
Go,77.70192307692308
Go Back to China,66.66666666666667
Go For Sisters,67.92105263157895
Go Further,63.47826086956522
Go Karts (Go!),60.0
Go Tigers!,67.02631578947368
Go West,65.83333333333333
Goal II: Living the Dream,51.607142857142854
Goal! The Dream Begins (Goal!: The Impossible Dream),57.97826086956522
Goat,65.83673469387755
Goats,48.2
God Bless America,61.35326086956522
God Bless Ozzy Osbourne,53.333333333333336
God Bless the Broken Road,42.8125
God Grew Tired Of Us,72.36363636363636
God Help the Girl,58.673469387755105
God Knows Where I Am,70.57692307692308
God Loves Uganda,73.0952380952381
God Said 'Ha!',68.70588235294117
God Told Me To,57.8125
God of War,59.583333333333336
God's Horses,67.64285714285714
God's Not Dead,33.19444444444444
God's Not Dead 2,38.68333333333333
God's Not Dead: A Light in Darkness,41.666666666666664
God's Own Country,78.43373493975903
God's Pocket,56.57534246575342
"God, Sex & Apple Pie",38.5
Gods Of Egypt,37.713793103448275
Gods and Generals,41.92307692307692
Gods and Monsters,77.94117647058823
Gods of the Plague (Gotter der Pest),65.625
Godsend,38.29545454545455
Godspeed,53.6875
Godspell,58.75
Godzilla,62.26590163934426
Godzilla (Gojira),72.59615384615384
Godzilla 2000,59.78333333333333
Godzilla Resurgence (Shin Godzilla),67.03125
Godzilla Vs Mechagodzilla,55.0
Godzilla Vs Mechagodzilla II (Gojira VS Mekagojira),64.0
Godzilla Vs. Destoroyah,66.66666666666667
Godzilla and Mothra: The Battle for Earth (Gojira vs. Mosura),55.0
Godzilla vs. King Ghidorah (Gojira tai Kingu Gidorâ),48.333333333333336
Godzilla vs. Megaguirus,65.0
Godzilla vs. Megalon,48.57142857142857
Godzilla vs. Space Godzilla (Gojira vs. Supesugojira),42.5
Godzilla's Revenge (All Monsters Attack),40.0
"Godzilla, King of the Monsters!",67.61363636363636
"Godzilla, Mothra and King Ghidorah: Giant Monsters All-Out Attack",51.041666666666664
Godzilla: Final Wars,53.125
Godzilla: King of the Monsters,53.3150406504065
Godzilla: Tokyo S.O.S.,65.0
Goethe! (Young Goethe in Love),61.9
Gogol Bordello Non-Stop,60.0
Goin' South,65.66666666666667
Going Clear: Scientology and the Prison of Belief,73.57142857142857
Going Down In La-la Land,48.125
Going My Way,70.29411764705883
Going Places (Les valseuses),62.857142857142854
Going Shopping,55.520833333333336
Going Under,44.375
Going in Style,57.17625899280576
Going the Distance,57.26642335766423
Gold,54.283088235294116
Gold Diggers of 1933,80.0
Gold Diggers of 1935,65.0
Gold Star,70.83333333333333
Golden Boy,54.166666666666664
Golden Door (Nuovomondo),68.67857142857143
Golden Exits,62.30769230769231
Golden Kingdom,75.0
GoldenEye,71.84210526315789
Goldfinger,83.30188679245283
Goldie,67.95454545454545
Golmaal 3,50.0
Golmaal Returns,37.0
Gomorrah (Gomorra),75.40214067278288
Gone,39.080882352941174
Gone Baby Gone,76.54577464788733
Gone Doggy Gone,66.25
Gone Fishin',25.0
Gone Girl,75.94291338582677
Gone With the Wind,86.59677419354838
Gone in 60 Seconds,46.36363636363637
Gone in 60 Seconds (Gone in Sixty Seconds),51.89873417721519
Gonjiam: Haunted Asylum,64.375
Gonzo: The Life and Work of Hunter S. Thompson,71.97111111111111
Gooby,35.0
Good,49.92559523809524
Good Advice,51.214285714285715
Good Boy!,55.85616438356164
Good Boys,64.96348314606742
Good Burger,40.63636363636363
"Good Bye, Lenin!",72.39010989010988
Good Dick,56.76767676767677
Good Fortune,67.5000002
Good Hair,70.43283582089552
Good Kids,56.666666666666664
Good Kill,64.78089887640449
Good Luck Chuck,32.65263157894737
Good Morning (Ohayô),75.91666666666667
"Good Morning, Vietnam",73.21428571428571
Good Neighbor Sam,72.5
Good Neighbors,60.625
Good News,73.0
"Good Night, And Good Luck",77.2703488372093
Good Ol' Freda,66.5
Good People,45.660714285714285
Good Sam,58.125
Good Time,72.38636363636364
Good Will Hunting,80.59649122807018
Good for Nothing,53.276923076923076
GoodFellas,91.00657894736842
Goodbye Charlie,60.0
Goodbye Christopher Robin,63.34108527131783
Goodbye Lover,48.44642857142857
Goodbye Solo,77.0
Goodbye World,48.088235294117645
Goodbye to All That,60.22727272727273
"Goodbye, Columbus",65.55555555555556
"Goodbye, Mr. Chips",74.65
"Goodnight Mommy (Ich seh, Ich seh)",72.18686868686869
Google Me,60.625
Gook,71.25
Goon,62.701149425287355
Goon: Last of the Enforcers,52.86734693877551
Goosebumps,64.884
Goosebumps 2: Haunted Halloween,55.63013698630137
Gordy,38.63636363636363
Gore Vidal: The United States Of Amnesia,69.38636363636364
Gored,68.75
Gori Tere Pyaar Mein,56.666666666666664
Gorillas in the Mist: The Story of Dian Fossey,67.0
Gorky Park,65.92105263157895
Gosford Park,73.82608695652173
Gospel Hill,50.875
Gossip,50.92307692307692
Gothic,66.5
Gothika,45.90559440559441
Gottfried Helnwein and the Dreaming Child,38.75
Gotti,25.63157894736842
Goya's Ghosts,53.55072463768116
Grabbers,63.229166666666664
Grace,67.28260869565217
Grace Is Gone,62.85493827160494
Grace Unplugged,54.285714285714285
Grace of My Heart,68.94736842105263
Graceland,69.71428571428571
Gracie,63.05769230769231
Graduation,33.75
Graduation Day (Día de Graduación),52.916666666666664
Graffiti Bridge,38.888888888888886
Gran Torino,72.27536231884058
Grand Canyon Adventure: River at Risk,64.64285714285714
Grand Hotel,75.05555555555556
Grand Piano,63.56730769230769
Grand Prix,78.88888888888889
Grand Theft Parsons,54.65909090909091
Grandma,71.72173913043478
Grandma's Boy,39.59183673469388
Grass,65.65
Grass Is Greener,77.5
Grassroots,53.125
Grateful Dawg,66.16666666666667
Grave Encounters,54.6875
Grave Encounters 2,47.5
Grave of the Fireflies (Hotaru no haka),87.765625
Gravity,82.14246268656717
Gravy,55.833333333333336
Gray Lady Down,60.0
Gray's Anatomy,60.27777777777778
Grease,67.6086956521739
Grease 2,38.18181818181818
Grease: Live!,63.57142857142857
Greaser's Palace,47.5
Great Expectations,64.42241379310344
Great World of Sound,68.359375
Greater,64.0
Greed,57.5531914893617
Greedy,45.88235294117647
Greedy Lying Bastards,60.08620689655172
Green Book,69.6938775510204
Green Card,55.595238095238095
Green Dragon,62.125
Green Lantern,48.8825641025641
Green Lantern: First Flight,66.66666666666667
Green Room,73.16863905325444
Green Street Hooligans,57.875
Green Zone,63.373333333333335
Green for Danger,71.42857142857143
Greenberg,66.296875
Greener Grass,67.2159090909091
Greenfingers,56.54545454545455
Greenlight,58.92857142857143
Greenwich Village: Music That Defined a Generation,57.5
Greetings From Tim Buckley,62.73809523809524
Gregory Crewdson: Brief Encounters,78.125
Gregory's Girl,78.27272727272727
Gremlins,71.56481481481481
Gremlins 2: The New Batch,66.1829268292683
Greta,58.288494623655914
Gretchen,64.66666666666667
Grey Gardens,78.3108108108108
Grey Owl,45.81818181818182
Greyfriars Bobby,70.0
"Greystoke: The Legend of Tarzan, Lord of the Apes",57.916666666666664
Gridiron Gang,59.705882352941174
Griff the Invisible,59.642857142857146
Grigris,65.07142857142857
Grind,36.67796610169491
